index,air_temp,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,snow_soiling_rooftop,HourUTC
105192,8,0,0,0,0,90.1,5.8,0,0,0,0,0,2019-01-01 00:00:00
105193,8,0,0,0,0,88.3,6.0,0,0,0,0,0,2019-01-01 01:00:00
105194,8,0,0,0,0,88.4,6.3,0,0,0,0,0,2019-01-01 02:00:00
105195,8,0,0,0,0,76.5,6.6,0,0,0,0,0,2019-01-01 03:00:00
105196,8,0,0,0,0,53.3,5.8,0,0,0,0,0,2019-01-01 04:00:00
105197,7,0,0,0,0,58.1,3.4,0,0,0,0,0,2019-01-01 05:00:00
105198,7,0,0,0,0,0.7,2.2,0,0,0,0,0,2019-01-01 06:00:00
105199,6,0,0,0,0,0.0,2.0,0,0,0,0,0,2019-01-01 07:00:00
105200,7,26,7,27,29,0.0,1.7,26,7,27,29,0,2019-01-01 08:00:00
105201,7,62,53,70,98,0.0,1.4,62,53,70,98,0,2019-01-01 09:00:00
105202,7,81,171,113,213,0.0,1.0,81,171,113,213,0,2019-01-01 10:00:00
105203,6,81,258,130,283,0.0,0.6,81,258,130,283,0,2019-01-01 11:00:00
105204,6,66,286,114,276,0.0,0.2,66,286,114,276,0,2019-01-01 12:00:00
105205,6,45,111,58,117,0.0,0.0,45,111,58,117,0,2019-01-01 13:00:00
105206,5,9,2,9,10,4.2,-0.1,9,2,9,10,0,2019-01-01 14:00:00
105207,5,0,0,0,0,56.7,-0.2,0,0,0,0,0,2019-01-01 15:00:00
105208,6,0,0,0,0,75.0,-0.0,0,0,0,0,0,2019-01-01 16:00:00
105209,6,0,0,0,0,75.9,0.1,0,0,0,0,0,2019-01-01 17:00:00
105210,6,0,0,0,0,74.9,-0.3,0,0,0,0,0,2019-01-01 18:00:00
105211,6,0,0,0,0,14.9,-0.8,0,0,0,0,0,2019-01-01 19:00:00
105212,6,0,0,0,0,0.0,-1.0,0,0,0,0,0,2019-01-01 20:00:00
105213,6,0,0,0,0,0.0,-1.3,0,0,0,0,0,2019-01-01 21:00:00
105214,6,0,0,0,0,0.0,-2.2,0,0,0,0,0,2019-01-01 22:00:00
105215,6,0,0,0,0,7.1,-3.6,0,0,0,0,0,2019-01-01 23:00:00
105216,5,0,0,0,0,69.6,-4.8,0,0,0,0,0,2019-01-02 00:00:00
105217,5,0,0,0,0,76.3,-5.4,0,0,0,0,0,2019-01-02 01:00:00
105218,4,0,0,0,0,71.4,-6.0,0,0,0,0,0,2019-01-02 02:00:00
105219,4,0,0,0,0,0.5,-6.4,0,0,0,0,0,2019-01-02 03:00:00
105220,3,0,0,0,0,0.0,-6.6,0,0,0,0,0,2019-01-02 04:00:00
105221,3,0,0,0,0,0.0,-6.8,0,0,0,0,0,2019-01-02 05:00:00
105222,3,0,0,0,0,0.0,-7.0,0,0,0,0,0,2019-01-02 06:00:00
105223,2,1,2,1,2,0.0,-7.0,1,2,1,2,0,2019-01-02 07:00:00
105224,2,22,257,46,171,0.0,-7.2,22,257,46,171,0,2019-01-02 08:00:00
105225,3,40,540,117,397,0.0,-7.6,40,540,117,397,0,2019-01-02 09:00:00
105226,3,48,628,164,504,0.0,-8.0,48,628,164,504,0,2019-01-02 10:00:00
105227,3,49,641,174,525,0.0,-8.2,49,641,174,525,0,2019-01-02 11:00:00
105228,3,47,571,143,450,0.0,-7.8,47,571,143,450,0,2019-01-02 12:00:00
105229,3,35,417,82,293,0.0,-7.2,35,417,82,293,0,2019-01-02 13:00:00
105230,3,9,63,14,44,0.0,-6.7,9,63,14,44,0,2019-01-02 14:00:00
105231,2,0,0,0,0,0.0,-6.2,0,0,0,0,0,2019-01-02 15:00:00
105232,2,0,0,0,0,0.0,-5.9,0,0,0,0,0,2019-01-02 16:00:00
105233,2,0,0,0,0,0.0,-5.6,0,0,0,0,0,2019-01-02 17:00:00
105234,2,0,0,0,0,0.0,-5.5,0,0,0,0,0,2019-01-02 18:00:00
105235,2,0,0,0,0,0.0,-5.5,0,0,0,0,0,2019-01-02 19:00:00
105236,1,0,0,0,0,0.0,-5.5,0,0,0,0,0,2019-01-02 20:00:00
105237,1,0,0,0,0,0.0,-5.2,0,0,0,0,0,2019-01-02 21:00:00
105238,0,0,0,0,0,0.0,-4.7,0,0,0,0,0,2019-01-02 22:00:00
105239,1,0,0,0,0,0.0,-4.0,0,0,0,0,0,2019-01-02 23:00:00
105240,1,0,0,0,0,2.4,-3.6,0,0,0,0,0,2019-01-03 00:00:00
105241,1,0,0,0,0,3.3,-3.5,0,0,0,0,0,2019-01-03 01:00:00
105242,1,0,0,0,0,0.0,-3.6,0,0,0,0,0,2019-01-03 02:00:00
105243,1,0,0,0,0,5.5,-3.6,0,0,0,0,0,2019-01-03 03:00:00
105244,1,0,0,0,0,14.0,-3.4,0,0,0,0,0,2019-01-03 04:00:00
105245,1,0,0,0,0,22.7,-3.1,0,0,0,0,0,2019-01-03 05:00:00
105246,1,0,0,0,0,70.2,-2.4,0,0,0,0,0,2019-01-03 06:00:00
105247,1,1,3,1,2,76.8,-1.6,0,0,0,0,0,2019-01-03 07:00:00
105248,2,21,268,45,174,43.1,-1.0,28,3,28,28,0,2019-01-03 08:00:00
105249,3,37,540,114,390,23.8,-0.6,65,149,88,168,0,2019-01-03 09:00:00
105250,4,46,604,158,483,42.7,-0.4,90,2,91,87,0,2019-01-03 10:00:00
105251,4,47,615,167,501,10.2,-0.6,70,410,150,384,0,2019-01-03 11:00:00
105252,4,43,569,140,441,8.9,-1.0,60,399,126,343,0,2019-01-03 12:00:00
105253,3,32,430,81,295,1.8,-1.1,33,407,80,284,0,2019-01-03 13:00:00
105254,2,9,70,15,47,49.0,-1.4,9,4,9,11,0,2019-01-03 14:00:00
105255,1,0,0,0,0,28.4,-1.7,0,0,0,0,0,2019-01-03 15:00:00
105256,1,0,0,0,0,75.8,-1.7,0,0,0,0,0,2019-01-03 16:00:00
105257,0,0,0,0,0,82.2,-1.5,0,0,0,0,0,2019-01-03 17:00:00
105258,0,0,0,0,0,77.1,-1.3,0,0,0,0,0,2019-01-03 18:00:00
105259,0,0,0,0,0,78.9,-1.2,0,0,0,0,0,2019-01-03 19:00:00
105260,0,0,0,0,0,75.5,-1.2,0,0,0,0,0,2019-01-03 20:00:00
105261,0,0,0,0,0,62.7,-1.0,0,0,0,0,0,2019-01-03 21:00:00
105262,0,0,0,0,0,62.7,-0.8,0,0,0,0,0,2019-01-03 22:00:00
105263,1,0,0,0,0,61.4,-0.2,0,0,0,0,0,2019-01-03 23:00:00
105264,2,0,0,0,0,52.1,0.8,0,0,0,0,0,2019-01-04 00:00:00
105265,3,0,0,0,0,48.4,2.2,0,0,0,0,0,2019-01-04 01:00:00
105266,4,0,0,0,0,48.7,2.9,0,0,0,0,0,2019-01-04 02:00:00
105267,4,0,0,0,0,75.5,2.8,0,0,0,0,0,2019-01-04 03:00:00
105268,4,0,0,0,0,68.2,2.6,0,0,0,0,0,2019-01-04 04:00:00
105269,4,0,0,0,0,65.4,2.6,0,0,0,0,0,2019-01-04 05:00:00
105270,4,0,0,0,0,83.0,2.6,0,0,0,0,0,2019-01-04 06:00:00
105271,4,1,1,1,1,91.8,2.6,0,0,0,0,0,2019-01-04 07:00:00
105272,4,23,213,43,147,79.9,2.7,11,0,11,10,0,2019-01-04 08:00:00
105273,4,39,506,113,373,72.7,2.9,31,0,31,29,0,2019-01-04 09:00:00
105274,5,46,601,158,481,27.3,3.2,74,222,117,240,0,2019-01-04 10:00:00
105275,5,45,633,169,510,0.0,3.1,45,633,169,510,0,2019-01-04 11:00:00
105276,5,41,590,142,451,0.0,2.8,41,590,142,451,0,2019-01-04 12:00:00
105277,5,31,455,83,307,9.9,2.4,37,323,77,239,0,2019-01-04 13:00:00
105278,5,9,81,16,53,44.7,2.4,11,0,11,10,0,2019-01-04 14:00:00
105279,5,0,0,0,0,37.8,2.9,0,0,0,0,0,2019-01-04 15:00:00
105280,5,0,0,0,0,0.0,3.8,0,0,0,0,0,2019-01-04 16:00:00
105281,6,0,0,0,0,7.8,4.3,0,0,0,0,0,2019-01-04 17:00:00
105282,6,0,0,0,0,66.8,4.5,0,0,0,0,0,2019-01-04 18:00:00
105283,6,0,0,0,0,63.4,4.7,0,0,0,0,0,2019-01-04 19:00:00
105284,6,0,0,0,0,64.1,4.8,0,0,0,0,0,2019-01-04 20:00:00
105285,6,0,0,0,0,77.1,5.0,0,0,0,0,0,2019-01-04 21:00:00
105286,6,0,0,0,0,77.1,5.2,0,0,0,0,0,2019-01-04 22:00:00
105287,6,0,0,0,0,72.1,5.1,0,0,0,0,0,2019-01-04 23:00:00
105288,6,0,0,0,0,89.7,4.8,0,0,0,0,0,2019-01-05 00:00:00
105289,5,0,0,0,0,86.2,4.4,0,0,0,0,0,2019-01-05 01:00:00
105290,5,0,0,0,0,81.7,4.2,0,0,0,0,0,2019-01-05 02:00:00
105291,5,0,0,0,0,50.6,4.1,0,0,0,0,0,2019-01-05 03:00:00
105292,5,0,0,0,0,84.9,4.0,0,0,0,0,0,2019-01-05 04:00:00
105293,5,0,0,0,0,77.1,4.1,0,0,0,0,0,2019-01-05 05:00:00
105294,5,0,0,0,0,0.6,3.8,0,0,0,0,0,2019-01-05 06:00:00
105295,5,1,3,1,2,0.0,3.8,1,3,1,2,0,2019-01-05 07:00:00
105296,6,21,275,46,177,0.0,3.9,21,275,46,177,0,2019-01-05 08:00:00
105297,6,36,547,116,393,0.0,4.0,36,547,116,393,0,2019-01-05 09:00:00
105298,6,43,633,162,498,45.9,4.1,68,100,86,138,0,2019-01-05 10:00:00
105299,6,44,651,173,522,71.4,3.8,50,0,50,47,0,2019-01-05 11:00:00
105300,6,40,614,147,467,49.6,3.4,69,21,73,81,0,2019-01-05 12:00:00
105301,5,29,505,88,334,1.1,3.0,31,484,87,325,0,2019-01-05 13:00:00
105302,4,9,105,18,66,45.7,2.4,9,24,11,23,0,2019-01-05 14:00:00
105303,3,0,0,0,0,0.5,2.0,0,0,0,0,0,2019-01-05 15:00:00
105304,3,0,0,0,0,0.0,1.5,0,0,0,0,0,2019-01-05 16:00:00
105305,2,0,0,0,0,0.0,1.0,0,0,0,0,0,2019-01-05 17:00:00
105306,2,0,0,0,0,4.2,0.7,0,0,0,0,0,2019-01-05 18:00:00
105307,1,0,0,0,0,32.5,0.4,0,0,0,0,0,2019-01-05 19:00:00
105308,1,0,0,0,0,0.0,-0.1,0,0,0,0,0,2019-01-05 20:00:00
105309,0,0,0,0,0,0.0,-1.0,0,0,0,0,0,2019-01-05 21:00:00
105310,-1,0,0,0,0,3.8,-1.6,0,0,0,0,0,2019-01-05 22:00:00
105311,-1,0,0,0,0,0.3,-1.3,0,0,0,0,0,2019-01-05 23:00:00
105312,0,0,0,0,0,0.0,-0.9,0,0,0,0,0,2019-01-06 00:00:00
105313,-1,0,0,0,0,0.0,-1.0,0,0,0,0,0,2019-01-06 01:00:00
105314,-1,0,0,0,0,0.0,-1.5,0,0,0,0,0,2019-01-06 02:00:00
105315,-1,0,0,0,0,0.0,-1.6,0,0,0,0,0,2019-01-06 03:00:00
105316,-1,0,0,0,0,0.0,-1.3,0,0,0,0,0,2019-01-06 04:00:00
105317,-1,0,0,0,0,1.7,-0.9,0,0,0,0,0,2019-01-06 05:00:00
105318,0,0,0,0,0,17.3,-0.5,0,0,0,0,0,2019-01-06 06:00:00
105319,0,1,3,1,2,36.5,-0.2,1,0,1,1,0,2019-01-06 07:00:00
105320,1,22,266,47,174,39.5,0.2,27,7,28,31,0,2019-01-06 08:00:00
105321,1,40,516,116,380,45.6,0.0,57,38,61,78,0,2019-01-06 09:00:00
105322,2,46,613,163,490,8.2,-0.2,58,475,150,406,0,2019-01-06 10:00:00
105323,3,46,633,173,514,0.0,0.2,46,633,173,514,0,2019-01-06 11:00:00
105324,3,41,605,147,462,36.0,0.8,79,87,95,140,0,2019-01-06 12:00:00
105325,3,31,478,88,323,25.3,1.1,53,111,64,116,0,2019-01-06 13:00:00
105326,2,10,96,18,62,0.0,1.2,10,96,18,62,0,2019-01-06 14:00:00
105327,2,0,0,0,0,0.0,1.2,0,0,0,0,0,2019-01-06 15:00:00
105328,2,0,0,0,0,0.0,1.2,0,0,0,0,0,2019-01-06 16:00:00
105329,2,0,0,0,0,0.0,1.6,0,0,0,0,0,2019-01-06 17:00:00
105330,2,0,0,0,0,0.0,1.9,0,0,0,0,0,2019-01-06 18:00:00
105331,3,0,0,0,0,0.0,2.1,0,0,0,0,0,2019-01-06 19:00:00
105332,3,0,0,0,0,0.0,2.2,0,0,0,0,0,2019-01-06 20:00:00
105333,3,0,0,0,0,0.0,2.6,0,0,0,0,0,2019-01-06 21:00:00
105334,3,0,0,0,0,0.0,2.8,0,0,0,0,0,2019-01-06 22:00:00
105335,3,0,0,0,0,0.0,3.0,0,0,0,0,0,2019-01-06 23:00:00
105336,3,0,0,0,0,0.0,3.1,0,0,0,0,0,2019-01-07 00:00:00
105337,4,0,0,0,0,0.0,3.4,0,0,0,0,0,2019-01-07 01:00:00
105338,4,0,0,0,0,0.0,3.6,0,0,0,0,0,2019-01-07 02:00:00
105339,4,0,0,0,0,17.9,3.6,0,0,0,0,0,2019-01-07 03:00:00
105340,4,0,0,0,0,0.0,3.8,0,0,0,0,0,2019-01-07 04:00:00
105341,4,0,0,0,0,7.7,3.9,0,0,0,0,0,2019-01-07 05:00:00
105342,4,0,0,0,0,31.9,4.0,0,0,0,0,0,2019-01-07 06:00:00
105343,5,1,2,1,2,22.2,4.2,1,0,1,1,0,2019-01-07 07:00:00
105344,5,24,228,45,156,69.5,4.4,14,0,14,13,0,2019-01-07 08:00:00
105345,5,43,476,114,360,68.3,4.3,36,0,36,34,0,2019-01-07 09:00:00
105346,5,53,551,159,459,73.8,3.9,42,0,42,40,0,2019-01-07 10:00:00
105347,5,53,585,172,492,74.2,3.2,44,0,44,42,0,2019-01-07 11:00:00
105348,5,47,564,147,447,65.8,2.6,50,0,50,47,0,2019-01-07 12:00:00
105349,5,35,442,89,310,57.9,2.4,36,0,36,34,0,2019-01-07 13:00:00
105350,4,11,92,19,62,63.7,2.1,9,0,9,9,0,2019-01-07 14:00:00
105351,4,0,0,0,0,69.6,2.0,0,0,0,0,0,2019-01-07 15:00:00
105352,4,0,0,0,0,59.4,2.4,0,0,0,0,0,2019-01-07 16:00:00
105353,5,0,0,0,0,55.9,3.4,0,0,0,0,0,2019-01-07 17:00:00
105354,5,0,0,0,0,95.0,4.4,0,0,0,0,0,2019-01-07 18:00:00
105355,6,0,0,0,0,94.9,5.2,0,0,0,0,0,2019-01-07 19:00:00
105356,6,0,0,0,0,94.9,5.6,0,0,0,0,0,2019-01-07 20:00:00
105357,7,0,0,0,0,90.9,6.0,0,0,0,0,0,2019-01-07 21:00:00
105358,7,0,0,0,0,76.5,6.0,0,0,0,0,0,2019-01-07 22:00:00
105359,7,0,0,0,0,89.8,5.6,0,0,0,0,0,2019-01-07 23:00:00
105360,6,0,0,0,0,0.7,4.8,0,0,0,0,0,2019-01-08 00:00:00
105361,6,0,0,0,0,0.0,4.2,0,0,0,0,0,2019-01-08 01:00:00
105362,5,0,0,0,0,9.4,4.0,0,0,0,0,0,2019-01-08 02:00:00
105363,5,0,0,0,0,78.8,4.0,0,0,0,0,0,2019-01-08 03:00:00
105364,5,0,0,0,0,85.2,4.2,0,0,0,0,0,2019-01-08 04:00:00
105365,5,0,0,0,0,73.9,4.4,0,0,0,0,0,2019-01-08 05:00:00
105366,5,0,0,0,0,66.4,4.7,0,0,0,0,0,2019-01-08 06:00:00
105367,6,1,0,1,1,90.7,4.8,0,0,0,0,0,2019-01-08 07:00:00
105368,6,30,41,34,53,79.8,4.8,8,0,8,8,0,2019-01-08 08:00:00
105369,6,60,201,91,200,63.9,4.5,33,0,33,32,0,2019-01-08 09:00:00
105370,5,71,350,139,338,54.2,4.2,64,0,64,60,0,2019-01-08 10:00:00
105371,5,68,438,157,406,63.7,3.6,57,0,57,54,0,2019-01-08 11:00:00
105372,4,58,439,137,376,51.6,2.8,58,37,64,82,0,2019-01-08 12:00:00
105373,3,41,331,83,251,46.8,2.2,46,0,46,43,0,2019-01-08 13:00:00
105374,3,13,56,18,45,94.2,1.8,2,0,2,2,0,2019-01-08 14:00:00
105375,3,0,0,0,0,95.1,1.7,0,0,0,0,0,2019-01-08 15:00:00
105376,3,0,0,0,0,95.1,1.5,0,0,0,0,0,2019-01-08 16:00:00
105377,2,0,0,0,0,95.0,1.3,0,0,0,0,0,2019-01-08 17:00:00
105378,2,0,0,0,0,85.6,1.1,0,0,0,0,0,2019-01-08 18:00:00
105379,2,0,0,0,0,86.5,0.8,0,0,0,0,0,2019-01-08 19:00:00
105380,2,0,0,0,0,84.6,0.7,0,0,0,0,0,2019-01-08 20:00:00
105381,2,0,0,0,0,94.9,0.7,0,0,0,0,1,2019-01-08 21:00:00
105382,2,0,0,0,0,94.9,0.5,0,0,0,0,2,2019-01-08 22:00:00
105383,2,0,0,0,0,94.4,0.1,0,0,0,0,0,2019-01-08 23:00:00
105384,2,0,0,0,0,90.7,-0.5,0,0,0,0,0,2019-01-09 00:00:00
105385,2,0,0,0,0,82.1,-1.1,0,0,0,0,0,2019-01-09 01:00:00
105386,2,0,0,0,0,89.5,-1.3,0,0,0,0,0,2019-01-09 02:00:00
105387,2,0,0,0,0,63.5,-1.5,0,0,0,0,0,2019-01-09 03:00:00
105388,2,0,0,0,0,66.8,-1.5,0,0,0,0,0,2019-01-09 04:00:00
105389,2,0,0,0,0,80.1,-1.6,0,0,0,0,0,2019-01-09 05:00:00
105390,2,0,0,0,0,75.1,-1.6,0,0,0,0,0,2019-01-09 06:00:00
105391,2,1,3,1,2,93.2,-1.8,0,0,0,0,0,2019-01-09 07:00:00
105392,1,24,244,47,164,73.3,-2.1,16,0,16,15,0,2019-01-09 08:00:00
105393,1,42,494,118,371,42.8,-2.2,68,5,69,68,1,2019-01-09 09:00:00
105394,2,50,586,165,480,41.5,-2.2,97,0,97,91,1,2019-01-09 10:00:00
105395,2,50,619,178,513,31.3,-2.5,109,63,122,157,0,2019-01-09 11:00:00
105396,2,46,583,153,459,23.8,-2.6,88,158,115,199,0,2019-01-09 12:00:00
105397,2,35,464,94,324,1.7,-2.6,38,432,92,307,0,2019-01-09 13:00:00
105398,1,12,119,23,77,0.0,-2.6,12,119,23,77,0,2019-01-09 14:00:00
105399,1,0,0,0,0,0.0,-2.7,0,0,0,0,0,2019-01-09 15:00:00
105400,1,0,0,0,0,0.0,-2.8,0,0,0,0,0,2019-01-09 16:00:00
105401,1,0,0,0,0,0.0,-3.0,0,0,0,0,0,2019-01-09 17:00:00
105402,0,0,0,0,0,0.0,-3.2,0,0,0,0,0,2019-01-09 18:00:00
105403,0,0,0,0,0,0.0,-3.4,0,0,0,0,0,2019-01-09 19:00:00
105404,0,0,0,0,0,0.0,-3.6,0,0,0,0,0,2019-01-09 20:00:00
105405,-1,0,0,0,0,0.0,-3.8,0,0,0,0,0,2019-01-09 21:00:00
105406,-1,0,0,0,0,0.0,-4.0,0,0,0,0,0,2019-01-09 22:00:00
105407,-2,0,0,0,0,4.1,-4.1,0,0,0,0,0,2019-01-09 23:00:00
105408,-2,0,0,0,0,45.8,-4.1,0,0,0,0,0,2019-01-10 00:00:00
105409,-2,0,0,0,0,38.7,-3.9,0,0,0,0,0,2019-01-10 01:00:00
105410,-2,0,0,0,0,45.9,-3.8,0,0,0,0,0,2019-01-10 02:00:00
105411,-2,0,0,0,0,45.9,-3.7,0,0,0,0,0,2019-01-10 03:00:00
105412,-2,0,0,0,0,45.9,-3.6,0,0,0,0,0,2019-01-10 04:00:00
105413,-3,0,0,0,0,46.9,-3.6,0,0,0,0,0,2019-01-10 05:00:00
105414,-3,0,0,0,0,46.5,-3.9,0,0,0,0,0,2019-01-10 06:00:00
105415,-3,1,6,2,4,45.9,-4.1,1,0,1,1,0,2019-01-10 07:00:00
105416,-2,22,306,52,195,35.4,-3.2,32,20,35,43,0,2019-01-10 08:00:00
105417,-1,38,559,123,404,34.9,-2.2,78,21,81,90,0,2019-01-10 09:00:00
105418,0,44,637,171,506,8.5,-1.6,62,470,157,412,0,2019-01-10 10:00:00
105419,1,46,653,182,529,20.4,-1.2,82,303,145,315,0,2019-01-10 11:00:00
105420,1,42,614,156,474,48.8,-0.8,79,0,79,75,0,2019-01-10 12:00:00
105421,1,33,499,97,340,37.4,-0.6,61,0,61,58,0,2019-01-10 13:00:00
105422,1,12,138,24,86,66.7,-0.4,10,0,10,10,0,2019-01-10 14:00:00
105423,0,0,0,0,0,82.0,-0.4,0,0,0,0,0,2019-01-10 15:00:00
105424,0,0,0,0,0,76.8,-0.4,0,0,0,0,0,2019-01-10 16:00:00
105425,1,0,0,0,0,81.3,-0.4,0,0,0,0,0,2019-01-10 17:00:00
105426,1,0,0,0,0,95.9,-0.2,0,0,0,0,0,2019-01-10 18:00:00
105427,1,0,0,0,0,96.1,-0.0,0,0,0,0,0,2019-01-10 19:00:00
105428,2,0,0,0,0,91.1,0.3,0,0,0,0,0,2019-01-10 20:00:00
105429,2,0,0,0,0,88.1,0.9,0,0,0,0,0,2019-01-10 21:00:00
105430,2,0,0,0,0,43.0,1.5,0,0,0,0,0,2019-01-10 22:00:00
105431,3,0,0,0,0,35.8,1.8,0,0,0,0,0,2019-01-10 23:00:00
105432,3,0,0,0,0,87.6,2.4,0,0,0,0,0,2019-01-11 00:00:00
105433,4,0,0,0,0,87.4,3.2,0,0,0,0,0,2019-01-11 01:00:00
105434,4,0,0,0,0,87.2,3.9,0,0,0,0,0,2019-01-11 02:00:00
105435,5,0,0,0,0,82.7,4.4,0,0,0,0,0,2019-01-11 03:00:00
105436,5,0,0,0,0,82.1,4.6,0,0,0,0,0,2019-01-11 04:00:00
105437,6,0,0,0,0,82.6,4.7,0,0,0,0,0,2019-01-11 05:00:00
105438,6,0,0,0,0,75.6,4.9,0,0,0,0,0,2019-01-11 06:00:00
105439,6,1,2,2,2,84.2,5.1,0,0,0,0,0,2019-01-11 07:00:00
105440,6,27,212,48,150,73.2,5.2,15,0,15,14,0,2019-01-11 08:00:00
105441,6,48,440,117,346,58.6,5.1,47,0,47,45,0,2019-01-11 09:00:00
105442,6,57,549,167,465,51.1,4.8,82,0,82,78,0,2019-01-11 10:00:00
105443,6,57,588,182,503,18.9,4.5,99,229,147,281,0,2019-01-11 11:00:00
105444,6,53,551,156,450,20.8,4.0,89,186,123,225,0,2019-01-11 12:00:00
105445,6,41,425,97,311,18.0,3.5,62,136,78,145,0,2019-01-11 13:00:00
105446,6,16,104,25,73,34.0,2.8,16,34,19,34,0,2019-01-11 14:00:00
105447,5,0,0,0,0,47.2,2.3,0,0,0,0,0,2019-01-11 15:00:00
105448,5,0,0,0,0,23.9,2.2,0,0,0,0,0,2019-01-11 16:00:00
105449,4,0,0,0,0,22.2,2.4,0,0,0,0,0,2019-01-11 17:00:00
105450,4,0,0,0,0,26.0,2.4,0,0,0,0,0,2019-01-11 18:00:00
105451,3,0,0,0,0,30.0,2.3,0,0,0,0,0,2019-01-11 19:00:00
105452,2,0,0,0,0,32.6,1.9,0,0,0,0,0,2019-01-11 20:00:00
105453,2,0,0,0,0,36.1,1.2,0,0,0,0,0,2019-01-11 21:00:00
105454,1,0,0,0,0,39.6,0.6,0,0,0,0,0,2019-01-11 22:00:00
105455,1,0,0,0,0,42.8,0.4,0,0,0,0,0,2019-01-11 23:00:00
105456,1,0,0,0,0,46.1,0.2,0,0,0,0,0,2019-01-12 00:00:00
105457,1,0,0,0,0,48.4,0.2,0,0,0,0,0,2019-01-12 01:00:00
105458,1,0,0,0,0,49.1,0.3,0,0,0,0,0,2019-01-12 02:00:00
105459,1,0,0,0,0,11.5,0.4,0,0,0,0,0,2019-01-12 03:00:00
105460,2,0,0,0,0,7.5,0.5,0,0,0,0,0,2019-01-12 04:00:00
105461,2,0,0,0,0,46.3,0.8,0,0,0,0,0,2019-01-12 05:00:00
105462,2,0,0,0,0,61.7,1.0,0,0,0,0,0,2019-01-12 06:00:00
105463,3,2,3,2,3,77.3,1.5,0,0,0,0,0,2019-01-12 07:00:00
105464,4,27,232,50,161,73.5,2.4,17,0,17,16,0,2019-01-12 08:00:00
105465,4,45,473,120,362,51.7,3.5,56,0,56,53,0,2019-01-12 09:00:00
105466,5,52,573,168,475,48.8,4.0,86,0,86,81,0,2019-01-12 10:00:00
105467,5,53,593,180,500,57.2,4.2,77,0,77,73,0,2019-01-12 11:00:00
105468,5,47,567,156,452,54.9,4.5,70,0,70,66,0,2019-01-12 12:00:00
105469,5,38,434,97,312,53.0,4.6,45,0,45,42,0,2019-01-12 13:00:00
105470,5,16,112,26,77,68.6,4.8,7,0,7,7,0,2019-01-12 14:00:00
105471,6,0,0,0,0,49.1,4.9,0,0,0,0,0,2019-01-12 15:00:00
105472,6,0,0,0,0,52.9,4.6,0,0,0,0,0,2019-01-12 16:00:00
105473,6,0,0,0,0,76.3,4.2,0,0,0,0,0,2019-01-12 17:00:00
105474,5,0,0,0,0,94.7,3.8,0,0,0,0,0,2019-01-12 18:00:00
105475,5,0,0,0,0,95.3,3.6,0,0,0,0,0,2019-01-12 19:00:00
105476,5,0,0,0,0,92.0,3.6,0,0,0,0,0,2019-01-12 20:00:00
105477,5,0,0,0,0,47.1,3.9,0,0,0,0,0,2019-01-12 21:00:00
105478,5,0,0,0,0,43.6,4.1,0,0,0,0,0,2019-01-12 22:00:00
105479,5,0,0,0,0,42.9,4.0,0,0,0,0,0,2019-01-12 23:00:00
105480,5,0,0,0,0,0.4,3.8,0,0,0,0,0,2019-01-13 00:00:00
105481,4,0,0,0,0,0.0,3.5,0,0,0,0,0,2019-01-13 01:00:00
105482,4,0,0,0,0,4.1,3.4,0,0,0,0,0,2019-01-13 02:00:00
105483,4,0,0,0,0,71.2,3.4,0,0,0,0,0,2019-01-13 03:00:00
105484,5,0,0,0,0,76.6,3.9,0,0,0,0,0,2019-01-13 04:00:00
105485,5,0,0,0,0,72.4,4.4,0,0,0,0,0,2019-01-13 05:00:00
105486,5,0,0,0,0,88.5,4.6,0,0,0,0,0,2019-01-13 06:00:00
105487,5,2,2,2,3,81.0,4.6,0,0,0,0,0,2019-01-13 07:00:00
105488,5,28,221,51,156,77.7,4.6,14,0,14,14,0,2019-01-13 08:00:00
105489,5,47,468,122,361,62.6,5.0,44,0,44,41,0,2019-01-13 09:00:00
105490,6,64,492,164,434,66.6,5.8,55,0,55,52,0,2019-01-13 10:00:00
105491,7,73,454,172,428,60.3,6.4,68,0,68,64,0,2019-01-13 11:00:00
105492,8,62,456,151,399,52.3,6.4,72,0,72,68,0,2019-01-13 12:00:00
105493,8,47,344,94,269,38.9,5.8,57,0,57,54,0,2019-01-13 13:00:00
105494,7,18,87,26,67,35.0,5.0,18,3,19,19,0,2019-01-13 14:00:00
105495,7,0,0,0,0,43.1,4.6,0,0,0,0,0,2019-01-13 15:00:00
105496,6,0,0,0,0,60.6,4.4,0,0,0,0,0,2019-01-13 16:00:00
105497,6,0,0,0,0,67.7,4.0,0,0,0,0,0,2019-01-13 17:00:00
105498,6,0,0,0,0,69.5,3.6,0,0,0,0,0,2019-01-13 18:00:00
105499,6,0,0,0,0,76.3,2.8,0,0,0,0,0,2019-01-13 19:00:00
105500,5,0,0,0,0,67.4,2.4,0,0,0,0,0,2019-01-13 20:00:00
105501,4,0,0,0,0,33.2,1.8,0,0,0,0,0,2019-01-13 21:00:00
105502,3,0,0,0,0,0.3,-0.0,0,0,0,0,0,2019-01-13 22:00:00
105503,3,0,0,0,0,37.2,-2.0,0,0,0,0,0,2019-01-13 23:00:00
105504,3,0,0,0,0,46.3,-2.6,0,0,0,0,0,2019-01-14 00:00:00
